date,meridiem,roadway name,volume,precip type,temperature,humidity,wind speed
2012-01-09,PM,VANDERBILT AVE,266.1666666666667,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,VICTORY BOULEVARD,187.83333333333334,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,VICTORY BOULEVARD,342.58333333333337,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,WASHINGTON AVE,70.16666666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,WASHINGTON AVE,105.66666666666666,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-09,AM,WOODROW ROAD,111.79166666666666,rain,0.9578703703703706,0.9241666666666667,7.275858333333333
2012-01-09,PM,WOODROW ROAD,206.16666666666669,rain,3.975925925925926,0.8533333333333332,10.701133333333333
2012-01-10,AM,5 AVE,193.10416666666666,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,5 AVE,274.95833333333337,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,AMBOY ROAD,204.16666666666666,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,AMBOY ROAD,377.25,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,ANNADALE ROAD,58.125,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,ANNADALE ROAD,100.25,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,ARDEN AVENUE,163.5,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,ARDEN AVENUE,316.625,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,ARTHUR KILL ROAD,159.04166666666666,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,ARTHUR KILL ROAD,248.91666666666666,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,Amboy Rd,275.5833333333333,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,Amboy Rd,465.70833333333337,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,BAY ST,228.91666666666669,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,BAY ST,350.25,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,BEACH STREET,52.541666666666664,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,BEACH STREET,102.29166666666667,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,BLOOMINGDALE ROAD,151.75,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,BLOOMINGDALE ROAD,295.5,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,BRADLEY AVENUE,164.58333333333331,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,BRADLEY AVENUE,306.1666666666667,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,BRIELLE AVENUE,119.625,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,BRIELLE AVENUE,201.70833333333331,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,CASTLETON AVENUE,153.375,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,CASTLETON AVENUE,260.125,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,CLOVE RD,168.625,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,CLOVE RD,275.29166666666663,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,DRUMGOOLE ROAD EAST,67.625,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,DRUMGOOLE ROAD EAST,82.33333333333334,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,DRUMGOOLE ROAD WEST,56.5,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,DRUMGOOLE ROAD WEST,110.08333333333333,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,Delafield Ave,56.29166666666667,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,Delafield Ave,91.08333333333333,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,FOSTER ROAD,146.66666666666666,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,FOSTER ROAD,280.375,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,FRANKLIN AV,250.58333333333334,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,FRANKLIN AV,456.6666666666667,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,FRANKLIN AVE,262.3333333333333,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,FRANKLIN AVE,521.3333333333334,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,FULTON AVENUE,174.08333333333334,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,FULTON AVENUE,256.0833333333333,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,Forest Ave,266.4375,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,Forest Ave,484.1666666666667,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,GRAHAM AVENUE,118.29166666666667,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,GRAHAM AVENUE,170.5,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,GREENE AVENUE,53.666666666666664,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,GREENE AVENUE,91.25,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,GREENPOINT AVENUE,119,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,GREENPOINT AVENUE,167.375,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,HUGUENOT AVENUE,176.125,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,HUGUENOT AVENUE,323.66666666666663,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,HUMBOLDT STREET,127.5,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,HUMBOLDT STREET,227.83333333333334,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,HYLAN BLVD,386.83333333333337,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,HYLAN BLVD,555.5833333333334,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,KENT AVENUE,157.58333333333334,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,KENT AVENUE,279.5,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,KINGSLAND AVENUE,176.25,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,KINGSLAND AVENUE,202.25,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,KINGSTON AVE,142.83333333333334,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,KINGSTON AVE,224.83333333333334,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,LEWIS AVE,243.66666666666666,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,LEWIS AVE,391.25,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,LITTLE CLOVE ROAD,96.20833333333334,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,LITTLE CLOVE ROAD,179,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,MALCOLM X BLVD,169.66666666666669,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,MALCOLM X BLVD,261.70833333333337,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,MANOR RD,168.66666666666666,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,MANOR RD,329.7291666666667,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,MARCUS GARVEY BLVD,257.6666666666667,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,MARCUS GARVEY BLVD,484.3333333333333,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,MARCY AVENUE,238.66666666666666,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,MARCY AVENUE,356.25,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,MORGAN AVE,224.16666666666669,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,MORGAN AVE,301.20833333333337,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,NARROWS ROAD SOUTH,55.75,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,NARROWS ROAD SOUTH,89.16666666666667,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,NEW YORK AVE,256.6666666666667,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,NEW YORK AVE,355.25,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,OCEAN TERRACE,109.54166666666666,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,OCEAN TERRACE,181.33333333333331,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,PARK AVENUE,106.95833333333334,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,PARK AVENUE,182.20833333333331,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,POST AVENUE,113.5,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,POST AVENUE,230.58333333333334,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,PUTNAM AVE,69.20833333333333,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,PUTNAM AVE,90.16666666666667,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,QUINCY ST,41.541666666666664,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,QUINCY ST,77.16666666666666,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,RALPH AVE,137.41666666666669,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,RALPH AVE,220.45833333333331,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,RICHMOND AVENUE,339.75,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,RICHMOND AVENUE,640.0833333333334,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,RICHMOND ROAD,246.625,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,RICHMOND ROAD,427.6666666666667,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,ROCKAWAY AVE,144.375,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,ROCKAWAY AVE,218,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,Richmond Ter,217.625,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,Richmond Ter,342.08333333333337,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,SMITH ST,231.08333333333334,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,SMITH ST,310.0833333333333,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,STUYVESANT AVENUE,134.5,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,STUYVESANT AVENUE,271.75,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,TARGEE ST,519.3333333333334,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,TARGEE ST,618.5,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,THROOP AVENUE,152.79166666666669,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,THROOP AVENUE,231.75,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,TODT HILL RD,275.25,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,TODT HILL RD,513.625,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,TOMPKINS AVE,232.41666666666666,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,TOMPKINS AVE,429.5,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,TRAVIS AVENUE,205.41666666666669,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,TRAVIS AVENUE,407.0833333333333,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,UNION AVENUE,150.33333333333334,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,UNION AVENUE,234.33333333333331,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,UNION ST,135.7222222222222,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,UNION ST,233.38888888888889,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,VAN BRUNT ST,156.83333333333334,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,VAN BRUNT ST,168,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,VAN DUZER STREET,261.5416666666667,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,VAN DUZER STREET,429.7916666666667,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,VANDERBILT AVE,181.58333333333334,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,VANDERBILT AVE,279.0833333333333,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,VICTORY BOULEVARD,307.0833333333333,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,VICTORY BOULEVARD,549.6666666666666,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,WASHINGTON AVE,71.79166666666667,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,WASHINGTON AVE,120.875,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,WILLOWBROOK ROAD,31.958333333333332,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
2012-01-10,PM,WILLOWBROOK ROAD,50.208333333333336,rain,1.8324074074074075,0.9199999999999999,7.439541666666667
2012-01-10,AM,WOODROW ROAD,118.83333333333334,rain,0.5930555555555558,0.9049999999999999,9.315191666666667
