date,meridiem,Precip Type,Temperature,Humidity,Wind Speed
2006-4-11,PM,rain,15.633333333333333,0.81,23.6992
2006-4-11,PM,rain,13.577777777777776,0.9,20.9622
2006-4-11,PM,rain,10.911111111111111,0.86,22.395100000000003
2006-4-11,PM,rain,8.800000000000002,0.99,26.5006
2006-4-11,PM,rain,8.961111111111112,0.93,23.2162
2006-4-11,PM,rain,8.199999999999998,0.96,25.4219
2006-4-11,PM,rain,7.688888888888891,0.96,28.1267
2006-4-11,PM,rain,7.766666666666664,0.96,19.2878
2006-4-12,AM,rain,8.199999999999998,0.96,20.447
2006-4-12,AM,rain,8.177777777777777,0.93,27.8691
2006-4-12,AM,rain,7.311111111111109,0.82,6.745900000000001
2006-4-12,AM,rain,7.644444444444442,0.93,14.9086
2006-4-12,AM,rain,6.622222222222224,0.93,25.035500000000003
2006-4-12,AM,rain,6.683333333333334,0.93,19.8352
2006-4-12,AM,rain,6.0888888888888895,0.93,28.0945
2006-4-12,AM,rain,6.066666666666667,0.93,27.9818
2006-4-12,AM,rain,6.144444444444446,0.93,30.863700000000005
2006-4-12,AM,rain,7.133333333333336,0.8,32.1678
2006-4-12,AM,rain,7.205555555555555,0.86,26.5328
2006-4-12,AM,rain,7.566666666666666,0.84,28.33600000000001
2006-4-12,PM,rain,8.900000000000002,0.77,29.833300000000005
2006-4-12,PM,rain,9.961111111111112,0.71,28.480900000000005
2006-4-12,PM,rain,9.888888888888888,0.71,28.5131
2006-4-12,PM,rain,11.066666666666668,0.71,25.6956
2006-4-12,PM,rain,10.116666666666667,0.76,25.3414
2006-4-12,PM,rain,11.038888888888888,0.66,21.413000000000004
2006-4-12,PM,rain,10.65,0.7,17.8549
2006-4-12,PM,rain,10.050000000000002,0.7,15.1984
2006-4-12,PM,rain,9.9,0.66,15.7297
2006-4-12,PM,rain,8.794444444444444,0.71,12.3648
2006-4-12,PM,rain,7.827777777777779,0.72,13.894300000000005
2006-4-12,PM,rain,7.855555555555556,0.72,9.8049
2006-4-13,AM,rain,7.316666666666667,0.75,6.6654
2006-4-13,AM,rain,7.244444444444444,0.75,7.1162
2006-4-13,AM,rain,5.438888888888888,0.88,3.719100000000001
2006-4-13,AM,rain,7.200000000000001,0.76,14.4739
2006-4-13,AM,rain,6.688888888888888,0.7,20.5275
2006-4-13,AM,rain,6.211111111111111,0.73,19.3039
2006-4-13,AM,rain,6.111111111111111,0.76,17.436300000000003
2006-4-13,AM,rain,6.111111111111111,0.76,20.4148
2006-4-13,AM,rain,6.172222222222222,0.76,17.0499
2006-4-13,AM,rain,7.222222222222222,0.71,20.5114
2006-4-13,AM,rain,7.288888888888888,0.73,17.6456
2006-4-13,AM,rain,7.405555555555555,0.72,14.4095
2006-4-13,PM,rain,7.96111111111111,0.7,10.7548
2006-4-13,PM,rain,8.033333333333335,0.7,4.8622000000000005
2006-4-13,PM,rain,9.07777777777778,0.65,2.3828
2006-4-13,PM,rain,9.05,0.62,0.322
2006-4-13,PM,rain,9.05,0.65,3.2522
2006-4-13,PM,rain,9.183333333333334,0.65,3.0107000000000004
2006-4-13,PM,rain,9.07222222222222,0.7,10.465
2006-4-13,PM,rain,7.983333333333332,0.75,7.3416
2006-4-13,PM,rain,8.072222222222223,0.75,9.5151
2006-4-13,PM,rain,7.894444444444446,0.82,9.9981
2006-4-13,PM,rain,7.311111111111109,0.83,13.685
2006-4-13,PM,rain,7.33888888888889,0.84,11.5437
2006-4-14,AM,rain,6.622222222222224,0.85,12.719
2006-4-14,AM,rain,6.066666666666667,0.88,12.8961
2006-4-14,AM,rain,8.338888888888887,0.88,0.6923
2006-4-14,AM,rain,5.183333333333333,0.91,5.5384
2006-4-14,AM,rain,3.722222222222224,0.94,5.2003
2006-4-14,AM,rain,4.855555555555557,0.93,5.618900000000001
2006-4-14,AM,rain,5.211111111111112,0.92,4.7656
2006-4-14,AM,rain,6.255555555555555,0.92,7.921200000000001
2006-4-14,AM,rain,7.794444444444445,0.87,9.7566
2006-4-14,AM,rain,10.050000000000002,0.76,9.6922
2006-4-14,AM,rain,12.2,0.66,14.49
2006-4-14,AM,rain,12.7,0.63,20.3343
2006-4-14,PM,rain,13.933333333333332,0.58,23.5865
2006-4-14,PM,rain,15.094444444444449,0.59,22.2985
2006-4-14,PM,rain,15.150000000000002,0.5,14.715400000000002
2006-4-14,PM,rain,16.177777777777777,0.44,14.49
2006-4-14,PM,rain,16.25,0.55,14.715400000000002
2006-4-14,PM,rain,16.29444444444444,0.5,19.5937
2006-4-14,PM,rain,16.099999999999998,0.56,14.828100000000004
2006-4-14,PM,rain,12.955555555555556,0.68,11.9784
2006-4-14,PM,rain,13.85,0.64,11.5598
2006-4-14,PM,rain,12.77777777777778,0.69,14.2485
2006-4-14,PM,rain,12.15,0.72,11.253900000000002
2006-4-14,PM,rain,10.677777777777775,0.81,5.7799000000000005
2006-4-15,AM,rain,10.444444444444445,0.83,2.6404
2006-4-15,AM,rain,9.822222222222225,0.8,5.313
2006-4-15,AM,rain,11.02777777777778,0.74,11.382700000000002
2006-4-15,AM,rain,7.138888888888889,0.93,3.6547
2006-4-15,AM,rain,7.622222222222222,0.89,10.8675
2006-4-15,AM,rain,7.627777777777775,0.86,6.5205
2006-4-15,AM,rain,7.044444444444444,0.86,11.3988
2006-4-15,AM,rain,8.599999999999998,0.84,9.66
2006-4-15,AM,rain,9.65,0.84,15.955100000000002
2006-4-15,AM,rain,12.105555555555554,0.72,13.1698
2006-4-15,AM,rain,12.77777777777778,0.71,13.1698
2006-4-15,AM,rain,13.81111111111111,0.65,9.6761
2006-4-15,PM,rain,16.016666666666666,0.48,11.237800000000002
2006-4-15,PM,rain,17.127777777777776,0.47,12.7029
2006-4-15,PM,rain,17.144444444444446,0.43,10.6099
2006-4-15,PM,rain,17.77777777777778,0.4,7.953400000000001
2006-4-15,PM,rain,17.77777777777778,0.37,2.5921000000000003
2006-4-15,PM,rain,17.805555555555557,0.43,11.0124
2006-4-15,PM,rain,16.15555555555555,0.52,9.1931
2006-4-15,PM,rain,14.05,0.63,9.160900000000002
2006-4-15,PM,rain,13.08888888888889,0.67,9.2736
2006-4-15,PM,rain,12.288888888888888,0.72,9.4507
2006-4-15,PM,rain,12.77777777777778,0.66,11.0768
2006-4-15,PM,rain,12.727777777777776,0.67,13.3791
2006-4-16,AM,rain,12.266666666666666,0.69,14.1358
2006-4-16,AM,rain,11.71111111111111,0.71,11.3183
2006-4-16,AM,rain,10.82777777777778,0.86,9.177
2006-4-16,AM,rain,12.2,0.59,14.168000000000005
2006-4-16,AM,rain,12.2,0.6,14.296800000000005
2006-4-16,AM,rain,11.688888888888888,0.68,13.8299
2006-4-16,AM,rain,11.205555555555556,0.77,14.007
2006-4-16,AM,rain,11.133333333333333,0.77,15.4882
2006-4-16,AM,rain,11.43888888888889,0.77,13.8782
2006-4-16,AM,rain,13.033333333333337,0.81,14.457800000000002
2006-4-16,AM,rain,17.244444444444444,0.62,25.0194
2006-4-16,AM,rain,17.73888888888889,0.53,27.37
2006-4-16,PM,rain,17.84444444444445,0.56,22.218000000000004
2006-4-16,PM,rain,18.86111111111111,0.56,23.5382
2006-4-16,PM,rain,18.666666666666664,0.56,19.8996
2006-4-16,PM,rain,17.82222222222222,0.56,17.5007
2006-4-16,PM,rain,17.800000000000004,0.59,17.693900000000003
2006-4-16,PM,rain,17.349999999999998,0.57,19.5615
2006-4-16,PM,rain,16.06666666666667,0.67,21.815500000000004
2006-4-16,PM,rain,14.933333333333334,0.73,17.2753
2006-4-16,PM,rain,13.922222222222224,0.78,11.7691
2006-4-16,PM,rain,12.755555555555556,0.84,11.0446
2006-4-16,PM,rain,12.755555555555556,0.84,11.0607
2006-4-16,PM,rain,12.372222222222224,0.86,7.293300000000001
2006-4-17,AM,rain,11.183333333333334,0.93,6.923
2006-4-17,AM,rain,11.666666666666666,0.9,11.1734
2006-4-17,AM,rain,8.977777777777776,0.95,10.3201
2006-4-17,AM,rain,10.577777777777776,0.93,11.1734
2006-4-17,AM,rain,10.533333333333337,0.89,14.007
2006-4-17,AM,rain,10.58888888888889,0.87,7.293300000000001
2006-4-17,AM,rain,9.983333333333333,0.89,6.7298
2006-4-17,AM,rain,11.022222222222224,0.86,7.889000000000001
2006-4-17,AM,rain,13.538888888888888,0.75,11.8657
2006-4-17,AM,rain,13.88888888888889,0.68,20.0123
2006-4-17,AM,rain,15,0.67,17.581200000000003
2006-4-17,AM,rain,17.183333333333334,0.57,15.955100000000002
2006-4-17,PM,rain,16.2,0.62,16.309300000000004
2006-4-17,PM,rain,17.75,0.56,17.7744
2006-4-17,PM,rain,18.40555555555555,0.54,19.0785
2006-4-17,PM,rain,17.82222222222222,0.59,17.5973
2006-4-17,PM,rain,17.31111111111111,0.57,20.3343
2006-4-17,PM,rain,17.505555555555553,0.55,13.7172
2006-4-17,PM,rain,17.266666666666666,0.54,14.3773
2006-4-17,PM,rain,15.13888888888889,0.61,10.8997
2006-4-17,PM,rain,13.25,0.69,4.717300000000001
2006-4-17,PM,rain,12.294444444444444,0.72,4.6690000000000005
2006-4-17,PM,rain,10.699999999999998,0.79,3.5742000000000007
2006-4-17,PM,rain,9.855555555555558,0.85,5.7477
2006-4-18,AM,rain,9.522222222222222,0.88,11.27
2006-4-18,AM,rain,8.405555555555557,0.92,3.1234
2006-4-18,AM,rain,13.011111111111113,0.82,9.6278
2006-4-18,AM,rain,7.733333333333334,0.96,3.4293
2006-4-18,AM,rain,6.138888888888888,0.96,3.3488
2006-4-18,AM,rain,6.472222222222221,0.95,2.9946
2006-4-18,AM,rain,6.627777777777777,0.96,3.3005
2006-4-18,AM,rain,8.68888888888889,0.93,1.4329
2006-4-18,AM,rain,11.994444444444447,0.81,2.415
2006-4-18,AM,rain,13.766666666666667,0.78,4.1538
2006-4-18,AM,rain,15.088888888888889,0.77,7.3738
2006-4-18,AM,rain,16.455555555555556,0.68,7.808499999999999
2006-4-18,PM,rain,17.31111111111111,0.62,7.3738
2006-4-18,PM,rain,17.872222222222224,0.64,8.372000000000002
2006-4-18,PM,rain,19.038888888888884,0.47,7.0679
2006-4-18,PM,rain,18.97777777777777,0.51,10.8675
2006-4-18,PM,rain,19.00555555555555,0.55,4.8139
2006-4-18,PM,rain,19.01111111111111,0.53,4.7978000000000005
2006-4-18,PM,rain,17.866666666666664,0.64,10.9319
2006-4-18,PM,rain,17.266666666666666,0.62,10.851400000000002
2006-4-18,PM,rain,16.188888888888886,0.61,5.0876
2006-4-18,PM,rain,14.883333333333333,0.72,9.177
2006-4-18,PM,rain,14.327777777777776,0.75,10.9319
2006-4-18,PM,rain,14.511111111111113,0.75,6.3756
2006-4-19,AM,rain,14.372222222222222,0.75,6.5366
2006-4-19,AM,rain,14.877777777777778,0.72,14.2163
2006-4-19,AM,rain,10.405555555555551,0.92,3.6064000000000007
2006-4-19,AM,rain,12.82222222222222,0.83,8.4364
2006-4-19,AM,rain,12.8,0.85,14.425600000000005
2006-4-19,AM,rain,12.82777777777778,0.86,13.894300000000005
2006-4-19,AM,rain,12.266666666666666,0.85,15.778000000000002
2006-4-19,AM,rain,12.266666666666666,0.85,15.5848
2006-4-19,AM,rain,12.183333333333334,0.82,12.380900000000002
2006-4-19,AM,rain,12.17222222222222,0.8,20.3826
2006-4-19,AM,rain,12.711111111111112,0.83,22.0892
2006-4-19,AM,rain,15.605555555555558,0.78,22.3468
2006-4-19,PM,rain,16.022222222222226,0.78,18.064200000000003
2006-4-19,PM,rain,17.200000000000003,0.67,17.6456
2006-4-19,PM,rain,17.21666666666667,0.71,14.0875
2006-4-19,PM,rain,17.82777777777778,0.69,13.4113
2006-4-19,PM,rain,17.82777777777778,0.69,14.6188
2006-4-19,PM,rain,17.733333333333334,0.69,9.2414
2006-4-19,PM,rain,16.272222222222222,0.71,23.0713
2006-4-19,PM,rain,13.166666666666668,0.93,3.7674
2006-4-19,PM,rain,13.255555555555556,0.93,3.1395
2006-4-19,PM,rain,13.011111111111113,0.93,10.3362
2006-4-19,PM,rain,12.455555555555556,0.91,5.796
2006-4-19,PM,rain,12.488888888888887,0.9,9.8854
2006-4-2,AM,rain,9.555555555555555,0.8,6.488300000000001
2006-4-2,AM,rain,10.622222222222222,0.79,14.023100000000005
2006-4-2,AM,rain,8.722222222222223,0.93,4.5724
2006-4-2,AM,rain,10.533333333333337,0.77,10.7709
2006-4-2,AM,rain,9.444444444444445,0.83,6.5366
2006-4-2,AM,rain,9.888888888888888,0.83,6.0858
2006-4-2,AM,rain,10.366666666666664,0.78,10.706500000000002
2006-4-2,AM,rain,8.88888888888889,0.89,10.4972
2006-4-2,AM,rain,9.97777777777778,0.84,8.0017
2006-4-2,AM,rain,12.2,0.73,2.4633000000000003
2006-4-2,AM,rain,13.961111111111112,0.67,9.3058
2006-4-2,AM,rain,14.944444444444445,0.67,7.1645
2006-4-2,PM,rain,16.183333333333334,0.71,11.753
2006-4-2,PM,rain,16.366666666666667,0.61,7.1323
2006-4-2,PM,rain,17.372222222222224,0.57,3.6225
2006-4-2,PM,rain,17.672222222222224,0.51,1.7549
2006-4-2,PM,rain,17.72222222222222,0.53,8.6779
2006-4-2,PM,rain,16.238888888888887,0.61,2.8336
2006-4-2,PM,rain,14.066666666666666,0.71,9.2414
2006-4-2,PM,rain,13.955555555555556,0.76,7.422100000000001
2006-4-2,PM,rain,12.288888888888888,0.8,3.5420000000000007
2006-4-2,PM,rain,10.02222222222222,0.86,3.1073
2006-4-2,PM,rain,9.377777777777778,0.86,6.44
2006-4-2,PM,rain,9.416666666666668,0.9,4.6046000000000005
2006-4-20,AM,rain,11.827777777777776,0.92,3.0268
2006-4-20,AM,rain,10.761111111111113,0.91,5.1681
2006-4-20,AM,rain,12.155555555555557,0.95,2.8497000000000003
2006-4-20,AM,rain,9.67222222222222,0.94,5.7155000000000005
2006-4-20,AM,rain,8.15,0.94,6.7620000000000005
2006-4-20,AM,rain,10.2,0.95,5.618900000000001
2006-4-20,AM,rain,10.116666666666667,0.99,2.254
2006-4-20,AM,rain,10.16111111111111,0.99,0.3381
2006-4-20,AM,rain,11.244444444444447,0.98,2.7531000000000003
2006-4-20,AM,rain,12.244444444444444,0.99,2.254
2006-4-20,AM,rain,13.91111111111111,0.92,8.0983
2006-4-20,AM,rain,15.616666666666667,0.82,2.2862
2006-4-20,PM,rain,15.072222222222225,0.86,3.2844
2006-4-20,PM,rain,15.072222222222225,0.82,7.5992
2006-4-20,PM,rain,14.266666666666667,0.87,10.5616
2006-4-20,PM,rain,16.016666666666666,0.81,6.6654
2006-4-20,PM,rain,15.02777777777778,0.86,7.711900000000001
2006-4-20,PM,rain,13.944444444444445,0.89,7.2772
2006-4-20,PM,rain,12.916666666666666,0.95,11.4793
2006-4-20,PM,rain,12.894444444444446,0.95,5.2808
2006-4-20,PM,rain,12.4,0.98,2.3506
2006-4-20,PM,rain,12.266666666666666,0.99,8.05
2006-4-20,PM,rain,12.22222222222222,0.96,6.1985
2006-4-20,PM,rain,11.25,0.96,2.7692
2006-4-21,AM,rain,11.52777777777778,0.96,3.1556
2006-4-21,AM,rain,11.538888888888891,0.96,5.9892
2006-4-21,AM,rain,9.43888888888889,0.96,5.9731000000000005
2006-4-21,AM,rain,11.43888888888889,0.96,6.279
2006-4-21,AM,rain,11.394444444444442,0.96,6.44
2006-4-21,AM,rain,11.52777777777778,0.96,6.423900000000001
2006-4-21,AM,rain,11.949999999999998,0.93,4.83
2006-4-21,AM,rain,11.97222222222222,1,9.66
2006-4-21,AM,rain,12.633333333333336,0.96,7.6636
2006-4-21,AM,rain,12.755555555555556,0.96,7.969500000000001
2006-4-21,AM,rain,13.844444444444443,0.9,7.921200000000001
2006-4-21,AM,rain,13.172222222222224,0.94,10.3845
2006-4-21,PM,rain,15.066666666666666,0.86,8.1466
2006-4-21,PM,rain,17.244444444444444,0.75,7.1645
2006-4-21,PM,rain,16.316666666666666,0.76,13.3469
2006-4-21,PM,rain,17.383333333333333,0.74,13.6206
2006-4-21,PM,rain,15.272222222222224,0.76,8.2754
2006-4-21,PM,rain,17.45555555555556,0.72,5.2808
2006-4-21,PM,rain,16.22222222222222,0.77,11.1573
2006-4-21,PM,rain,15.083333333333334,0.82,3.6869
2006-4-21,PM,rain,13.994444444444444,0.88,1.1431
2006-4-21,PM,rain,12.17222222222222,0.92,0.6601
2006-4-21,PM,rain,11.08888888888889,0.95,4.8461
2006-4-21,PM,rain,11.094444444444443,0.95,3.381
2006-4-22,AM,rain,9.883333333333333,0.96,3.3649
2006-4-22,AM,rain,9.355555555555558,0.96,6.423900000000001
2006-4-22,AM,rain,9.86111111111111,0.96,3.2361
2006-4-22,AM,rain,8.272222222222222,0.99,3.3166
2006-4-22,AM,rain,8.866666666666667,0.96,2.6243
2006-4-22,AM,rain,8.816666666666666,0.96,3.944500000000001
2006-4-22,AM,rain,7.155555555555556,1,1.8515
2006-4-22,AM,rain,8.850000000000001,0.99,3.4776
2006-4-22,AM,rain,11.177777777777775,0.93,2.8819000000000004
2006-4-22,AM,rain,12.388888888888888,0.98,3.4293
2006-4-22,AM,rain,14.144444444444446,0.88,4.8783
2006-4-22,AM,rain,17.1,0.72,3.059
2006-4-22,PM,rain,18.93888888888889,0.64,4.2021
2006-4-22,PM,rain,17.916666666666668,0.68,4.0894
2006-4-22,PM,rain,19.98333333333333,0.53,1.2236
2006-4-22,PM,rain,20.07222222222222,0.62,9.0643
2006-4-22,PM,rain,20.07222222222222,0.56,9.4829
2006-4-22,PM,rain,20.083333333333336,0.58,7.486500000000001
2006-4-22,PM,rain,19.08888888888889,0.63,9.1287
2006-4-22,PM,rain,17.45,0.62,7.567000000000001
2006-4-22,PM,rain,15.56666666666667,0.74,0.5152
2006-4-22,PM,rain,12.494444444444447,0.91,3.944500000000001
2006-4-22,PM,rain,12.244444444444444,0.89,1.5295
2006-4-22,PM,rain,11.416666666666664,0.92,2.9624
2006-4-23,AM,rain,10.555555555555555,0.95,6.0375000000000005
2006-4-23,AM,rain,10.466666666666669,0.93,3.0751
2006-4-23,AM,rain,10.250000000000002,0.95,5.2969
2006-4-23,AM,rain,9.355555555555558,0.96,1.5295
2006-4-23,AM,rain,8.311111111111112,0.96,3.22
2006-4-23,AM,rain,8.81111111111111,0.96,3.3971
2006-4-23,AM,rain,8.733333333333333,0.93,6.3434
2006-4-23,AM,rain,11.93333333333333,0.93,11.27
2006-4-23,AM,rain,14.516666666666667,0.84,1.7066
2006-4-23,AM,rain,18.73333333333333,0.68,3.22
2006-4-23,AM,rain,20.02777777777778,0.6,7.245
2006-4-23,AM,rain,21.03888888888889,0.55,6.488300000000001
2006-4-23,PM,rain,20.738888888888887,0.46,6.5044
2006-4-23,PM,rain,22.31666666666667,0.48,7.5348
2006-4-23,PM,rain,22.11111111111111,0.5,6.4561
2006-4-23,PM,rain,22.73333333333333,0.38,1.0143
2006-4-23,PM,rain,22.77777777777778,0.37,5.184200000000001
2006-4-23,PM,rain,21.216666666666665,0.41,7.2772
2006-4-23,PM,rain,20.18333333333333,0.45,1.4812
2006-4-23,PM,rain,18.011111111111113,0.68,0.322
2006-4-23,PM,rain,17.422222222222224,0.65,0.5313000000000001
2006-4-23,PM,rain,13.961111111111112,0.82,0
2006-4-23,PM,rain,13.28888888888889,0.89,2.8819000000000004
2006-4-23,PM,rain,12.322222222222225,0.89,2.4794
2006-4-24,AM,rain,11.116666666666664,0.95,3.1717
2006-4-24,AM,rain,10.533333333333337,0.95,11.27
2006-4-24,AM,rain,12.383333333333333,0.8,4.6207
2006-4-24,AM,rain,9.86111111111111,0.96,3.0751
2006-4-24,AM,rain,8.872222222222222,0.95,1.5295
2006-4-24,AM,rain,8.672222222222222,0.94,3.6386
2006-4-24,AM,rain,7.688888888888891,1,0
2006-4-24,AM,rain,10.911111111111111,0.99,1.61
2006-4-24,AM,rain,14.83888888888889,0.82,2.6565
2006-4-24,AM,rain,18.8,0.65,1.5295
2006-4-24,AM,rain,21.094444444444445,0.49,4.8783
2006-4-24,AM,rain,22.027777777777786,0.49,4.2826
2006-4-24,PM,rain,22.82777777777778,0.47,3.6225
2006-4-24,PM,rain,22.916666666666668,0.37,4.5563
2006-4-24,PM,rain,23.916666666666668,0.37,6.295100000000001
2006-4-24,PM,rain,23.911111111111115,0.4,2.5599000000000003
2006-4-24,PM,rain,23.93333333333333,0.37,4.347
2006-4-24,PM,rain,23.916666666666668,0.32,1.1753
2006-4-24,PM,rain,22.82222222222222,0.44,3.1234
2006-4-24,PM,rain,21.22777777777777,0.48,0.4025
2006-4-24,PM,rain,19.07777777777778,0.51,2.6887
2006-4-24,PM,rain,17.061111111111114,0.63,1.5778
2006-4-24,PM,rain,14.905555555555551,0.72,3.751300000000001
2006-4-24,PM,rain,13.083333333333332,0.87,3.4132
2006-4-25,AM,rain,12.711111111111112,0.89,3.2522
2006-4-25,AM,rain,12.127777777777776,0.89,3.1717
2006-4-25,AM,rain,11.81111111111111,0.84,4.9910000000000005
2006-4-25,AM,rain,12.016666666666667,0.8,6.262900000000001
2006-4-25,AM,rain,12.044444444444444,0.8,6.423900000000001
2006-4-25,AM,rain,10.627777777777778,0.86,9.7083
2006-4-25,AM,rain,9.911111111111111,0.99,9.1448
2006-4-25,AM,rain,12.555555555555555,0.9,7.744099999999999
2006-4-25,AM,rain,15.005555555555553,0.78,8.758400000000002
2006-4-25,AM,rain,17.33888888888889,0.74,12.1877
2006-4-25,AM,rain,19.1,0.67,12.6224
2006-4-25,AM,rain,21.261111111111106,0.57,9.9176
2006-4-25,PM,rain,22.41111111111111,0.54,11.4471
2006-4-25,PM,rain,22.938888888888894,0.5,8.5491
2006-4-25,PM,rain,23.927777777777774,0.47,11.3022
2006-4-25,PM,rain,23.96111111111111,0.47,8.3076
2006-4-25,PM,rain,23.96111111111111,0.38,8.5813
2006-4-25,PM,rain,23.111111111111107,0.42,10.706500000000002
2006-4-25,PM,rain,22.82222222222222,0.44,12.4936
2006-4-25,PM,rain,21.11111111111111,0.47,5.216400000000001
2006-4-25,PM,rain,18.188888888888886,0.58,4.8622000000000005
2006-4-25,PM,rain,16.016666666666666,0.72,4.6046000000000005
2006-4-25,PM,rain,15.466666666666669,0.72,6.44
2006-4-25,PM,rain,14.605555555555554,0.76,6.745900000000001
2006-4-26,AM,rain,13.311111111111112,0.82,3.5420000000000007
2006-4-26,AM,rain,12.733333333333334,0.83,3.0751
2006-4-26,AM,rain,13.788888888888888,0.77,6.0858
2006-4-26,AM,rain,10.577777777777776,0.88,6.44
2006-4-26,AM,rain,10.483333333333333,0.92,3.22
2006-4-26,AM,rain,10.288888888888891,0.91,3.751300000000001
2006-4-26,AM,rain,9.972222222222223,0.92,1.5617
2006-4-26,AM,rain,13.638888888888888,0.9,2.7048
2006-4-26,AM,rain,16.73888888888889,0.74,7.245
2006-4-26,AM,rain,18.83888888888889,0.65,3.4132
2006-4-26,AM,rain,21.16111111111111,0.59,4.6046000000000005
2006-4-26,AM,rain,22.58888888888889,0.53,4.4275
2006-4-26,PM,rain,22.89444444444444,0.48,7.6636
2006-4-26,PM,rain,24.00555555555555,0.47,9.66
2006-4-26,PM,rain,24.00555555555555,0.35,8.0017
2006-4-26,PM,rain,23.97777777777777,0.44,9.2897
2006-4-26,PM,rain,25.04444444444444,0.32,3.5903
2006-4-26,PM,rain,24.07777777777778,0.35,4.9588
2006-4-26,PM,rain,22.38333333333334,0.45,9.4829
2006-4-26,PM,rain,21.20555555555556,0.52,3.6869
2006-4-26,PM,rain,18.261111111111116,0.62,6.2146
2006-4-26,PM,rain,17.200000000000003,0.67,14.49
2006-4-26,PM,rain,15.994444444444444,0.75,3.1073
2006-4-26,PM,rain,15.961111111111109,0.79,12.2843
2006-4-27,AM,rain,15.444444444444445,0.72,13.846
2006-4-27,AM,rain,14.372222222222222,0.75,10.996300000000002
2006-4-27,AM,rain,13.605555555555558,0.9,9.982
